"","height","sex","country","year","weight","bmi"
"6829",164.78,"male","Australia",1980,84.76,31.21
"6830",180.56,"male","Australia",1980,75,23.01
"6831",185.84,"male","Australia",1980,71.51,20.7
"6832",176.31,"male","Australia",1980,65.95,21.21
"6833",183.59,"male","Australia",1980,68.02,20.18
"6834",173.6,"male","Australia",1980,73.73,24.47
"6835",180.18,"male","Australia",1980,76.64,23.61
"6836",178.97,"male","Australia",1980,81.63,25.48
"6837",178.69,"male","Australia",1980,76.31,23.9
"6838",169.33,"male","Australia",1980,88.09,30.72
"6839",177.68,"male","Australia",1980,65.84,20.86
"6840",172.8,"male","Australia",1980,81.99,27.46
"6841",176.2,"male","Australia",1980,85.25,27.46
"6842",186.58,"male","Australia",1980,81.59,23.44
"6843",174.65,"male","Australia",1980,75.84,24.86
"6844",178.65,"male","Australia",1980,72.45,22.7
"6845",179.67,"male","Australia",1980,64.31,19.92
"6846",177.48,"male","Australia",1980,63.11,20.03
"6847",184.95,"male","Australia",1980,83.29,24.35
"6848",178.58,"male","Australia",1980,74.14,23.25
"6849",180.06,"male","Australia",1980,63.37,19.55
"6850",172.22,"male","Australia",1980,81.64,27.52
"6851",176.03,"male","Australia",1980,84.11,27.14
"6852",174.05,"male","Australia",1980,57.64,19.03
"6853",182.46,"male","Australia",1980,93.54,28.1
"6854",187.54,"male","Australia",1980,88.12,25.05
"6855",175.45,"male","Australia",1980,65.6,21.31
"6856",162.29,"male","Australia",1980,69.76,26.49
"6857",172.56,"male","Australia",1980,78.88,26.49
"6858",171.89,"male","Australia",1980,80.28,27.17
"6859",187.76,"male","Australia",1980,66.29,18.8
"6860",179.97,"male","Australia",1980,71.27,22
"6861",190.64,"male","Australia",1980,104.75,28.82
"6862",181.91,"male","Australia",1980,85.44,25.82
"6863",167.29,"male","Australia",1980,89.51,31.98
"6864",182.61,"male","Australia",1980,69.86,20.95
"6865",173.29,"male","Australia",1980,74.23,24.72
"6866",178.9,"male","Australia",1980,64.84,20.26
"6867",178.14,"male","Australia",1980,80.26,25.29
"6868",177.82,"male","Australia",1980,76.55,24.21
"6869",176.41,"male","Australia",1980,97.81,31.43
"6870",193.31,"male","Australia",1980,74.14,19.84
"6871",190.22,"male","Australia",1980,77.1,21.31
"6872",172.23,"male","Australia",1980,68.53,23.1
"6873",180.39,"male","Australia",1980,79.07,24.3
"6874",187.54,"male","Australia",1980,69.95,19.89
"6875",187.17,"male","Australia",1980,67.65,19.31
"6876",172.18,"male","Australia",1980,76.06,25.66
"6877",189.47,"male","Australia",1980,68.87,19.18
"6878",173.62,"male","Australia",1980,69.24,22.97
"6879",179.85,"male","Australia",1980,81.59,25.22
"6880",180.17,"male","Australia",1980,86.8,26.74
"6881",164.5,"male","Australia",1980,84.82,31.35
"6882",177.9,"male","Australia",1980,76.95,24.32
"6883",163.15,"male","Australia",1980,77.82,29.24
"6884",164.15,"male","Australia",1980,70.18,26.05
"6885",181.3,"male","Australia",1980,79.66,24.23
"6886",181.46,"male","Australia",1980,85.99,26.11
"6887",186.21,"male","Australia",1980,68.25,19.68
"6888",181.75,"male","Australia",1980,85.99,26.03
"6889",173.85,"male","Australia",1980,71.15,23.54
"6890",172.89,"male","Australia",1980,80.87,27.05
"6891",184.93,"male","Australia",1980,64.5,18.86
"6892",189.78,"male","Australia",1980,78.54,21.81
"6893",184.89,"male","Australia",1980,88.8,25.98
"6894",180.53,"male","Australia",1980,76.3,23.41
"6895",178.38,"male","Australia",1980,62.76,19.72
"6896",191.11,"male","Australia",1980,91.68,25.1
"6897",160.21,"male","Australia",1980,69.6,27.12
"6898",186.35,"male","Australia",1980,68.18,19.63
"6899",177.64,"male","Australia",1980,71.46,22.65
"6900",170.45,"male","Australia",1980,68.04,23.42
"6901",185.17,"male","Australia",1980,78.78,22.97
"6902",171.55,"male","Australia",1980,80,27.18
"6903",181.48,"male","Australia",1980,73.75,22.39
"6904",180.29,"male","Australia",1980,84.4,25.97
"6905",179.96,"male","Australia",1980,81.01,25.02
"6906",165.01,"male","Australia",1980,65.49,24.05
"6907",180.12,"male","Australia",1980,82.94,25.56
"6908",175.2,"male","Australia",1980,65.31,21.28
"6909",173.62,"male","Australia",1980,76.25,25.29
"6910",170.02,"male","Australia",1980,74.54,25.79
"6911",170.36,"male","Australia",1980,69.81,24.05
"6912",172.56,"male","Australia",1980,87.14,29.26
"6913",188.25,"male","Australia",1980,77.23,21.79
"6914",184.11,"male","Australia",1980,81.67,24.09
"6915",180.96,"male","Australia",1980,76.59,23.39
"6916",191.77,"male","Australia",1980,69.04,18.77
"6917",190.99,"male","Australia",1980,82.23,22.54
"6918",185.67,"male","Australia",1980,69.83,20.26
"6919",170.02,"male","Australia",1980,84.65,29.28
"6920",189.65,"male","Australia",1980,98.75,27.46
"6921",177.38,"male","Australia",1980,80.09,25.45
"6922",177.08,"male","Australia",1980,83.07,26.49
"6923",180.68,"male","Australia",1980,80.93,24.79
"6924",179.37,"male","Australia",1980,88.26,27.43
"6925",175.2,"male","Australia",1980,65.76,21.42
"6926",184.04,"male","Australia",1980,68.39,20.19
"6927",175.28,"male","Australia",1980,77.67,25.28
"6928",174.66,"male","Australia",1980,76.46,25.06
"6929",176.99,"male","Australia",1980,66.64,21.27
"6930",173.2,"male","Australia",1980,61.22,20.41
"6931",180.05,"male","Australia",1980,72.76,22.44
"6932",178.17,"male","Australia",1980,91.81,28.92
"6933",176.68,"male","Australia",1980,97.2,31.14
"6934",182.38,"male","Australia",1980,84.52,25.41
"6935",165.21,"male","Australia",1980,62.42,22.87
"6936",180.79,"male","Australia",1980,83.75,25.62
"6937",185.66,"male","Australia",1980,72.14,20.93
"6938",185.5,"male","Australia",1980,78.15,22.71
"6939",195.64,"male","Australia",1980,83.1,21.71
"6940",174.1,"male","Australia",1980,91.94,30.33
"6941",171.55,"male","Australia",1980,78.21,26.58
"6942",181.35,"male","Australia",1980,70.67,21.49
"6943",166.26,"male","Australia",1980,83.88,30.35
"6944",187.98,"male","Australia",1980,84.38,23.88
"6945",171.05,"male","Australia",1980,85.13,29.1
"6946",182.19,"male","Australia",1980,87.29,26.3
"6947",176.37,"male","Australia",1980,79.6,25.59
"6948",161.05,"male","Australia",1980,68.51,26.41
"6949",180.85,"male","Australia",1980,78.2,23.91
"6950",170.63,"male","Australia",1980,61.14,21
"6951",185.82,"male","Australia",1980,87.36,25.3
"6952",160.51,"male","Australia",1980,81.55,31.65
"6953",177.92,"male","Australia",1980,83.32,26.32
"6954",171,"male","Australia",1980,78.45,26.83
"6955",187.35,"male","Australia",1980,55.48,15.81
"6956",173.44,"male","Australia",1980,71.51,23.77
"6957",185.92,"male","Australia",1980,85.5,24.74
"6958",175.39,"male","Australia",1980,74.54,24.23
"6959",179.87,"male","Australia",1980,84.53,26.13
"6960",189.87,"male","Australia",1980,68.56,19.02
"6961",173.78,"male","Australia",1980,79.32,26.27
"6962",192.54,"male","Australia",1980,72.07,19.44
"6963",186.3,"male","Australia",1980,71.16,20.5
"6964",188.53,"male","Australia",1980,75.33,21.19
"6965",162.05,"male","Australia",1980,92.43,35.2
"6966",177.64,"male","Australia",1980,78.55,24.89
"6967",167.9,"male","Australia",1980,79,28.02
"6968",184.59,"male","Australia",1980,91.33,26.8
"6969",188.07,"male","Australia",1980,74.41,21.04
"6970",174.27,"male","Australia",1980,81.66,26.89
"6971",175.06,"male","Australia",1980,70.49,23
"6972",166.74,"male","Australia",1980,84.64,30.44
"6973",184.83,"male","Australia",1980,64.88,18.99
"6974",189.86,"male","Australia",1980,76.5,21.22
"6975",166.15,"male","Australia",1980,87.15,31.57
"6976",165.31,"male","Australia",1980,89.05,32.59
"6977",187.48,"male","Australia",1980,76.22,21.69
"6978",189.01,"male","Australia",1980,55.49,15.53
"6979",181.69,"male","Australia",1980,91.81,27.81
"6980",180.72,"male","Australia",1980,71.4,21.86
"6981",174.24,"male","Australia",1980,83.46,27.49
"6982",181.44,"male","Australia",1980,61.73,18.75
"6983",175.51,"male","Australia",1980,72.98,23.69
"6984",194.22,"male","Australia",1980,91.68,24.3
"6985",175.53,"male","Australia",1980,80.09,25.99
"6986",155.37,"male","Australia",1980,80.09,33.18
"6987",182.65,"male","Australia",1980,85.08,25.5
"6988",169.47,"male","Australia",1980,64.72,22.53
"6989",185.07,"male","Australia",1980,77.29,22.56
"6990",167.3,"male","Australia",1980,81.27,29.04
"6991",176.96,"male","Australia",1980,87.2,27.85
"6992",181.83,"male","Australia",1980,69.72,21.09
"6993",177.42,"male","Australia",1980,79.11,25.13
"6994",164.3,"male","Australia",1980,83,30.75
"6995",168.19,"male","Australia",1980,110.44,39.04
"6996",172.52,"male","Australia",1980,91.31,30.68
"6997",191.08,"male","Australia",1980,55.66,15.25
"6998",177.95,"male","Australia",1980,77.16,24.37
"6999",188.47,"male","Australia",1980,78.72,22.16
"7000",180.25,"male","Australia",1980,84.36,25.97
"7001",159.77,"female","Australia",1980,48.05,18.82
"7002",172.64,"female","Australia",1980,65.27,21.9
"7003",159.82,"female","Australia",1980,78.4,30.69
"7004",164.29,"female","Australia",1980,67.19,24.89
"7005",169.66,"female","Australia",1980,76.93,26.73
"7006",160.46,"female","Australia",1980,60.73,23.59
"7007",165.72,"female","Australia",1980,59.65,21.72
"7008",177.06,"female","Australia",1980,71.89,22.93
"7009",161.56,"female","Australia",1980,66.36,25.42
"7010",156.29,"female","Australia",1980,68.9,28.21
"7011",170.57,"female","Australia",1980,60.83,20.91
"7012",159.13,"female","Australia",1980,61.59,24.32
"7013",163.04,"female","Australia",1980,64.16,24.13
"7014",168.93,"female","Australia",1980,62.38,21.86
"7015",168.58,"female","Australia",1980,68.82,24.22
"7016",174.03,"female","Australia",1980,58.83,19.42
"7017",159.92,"female","Australia",1980,54.07,21.14
"7018",162.66,"female","Australia",1980,74.75,28.25
"7019",160.09,"female","Australia",1980,55.64,21.71
"7020",163.85,"female","Australia",1980,64.49,24.02
"7021",180.18,"female","Australia",1980,45.96,14.16
"7022",164.62,"female","Australia",1980,56.45,20.83
"7023",164.87,"female","Australia",1980,82.87,30.49
"7024",168.96,"female","Australia",1980,62.79,21.99
"7025",155.84,"female","Australia",1980,69.04,28.43
"7026",172.32,"female","Australia",1980,66.68,22.46
"7027",164.64,"female","Australia",1980,49.76,18.36
"7028",159.73,"female","Australia",1980,69.41,27.2
"7029",167.92,"female","Australia",1980,53.19,18.86
"7030",163.69,"female","Australia",1980,68.15,25.43
"7031",163.93,"female","Australia",1980,51.61,19.2
"7032",164.21,"female","Australia",1980,61.73,22.89
"7033",176.82,"female","Australia",1980,66.57,21.29
"7034",160.88,"female","Australia",1980,59.19,22.87
"7035",172.32,"female","Australia",1980,60.75,20.46
"7036",166.33,"female","Australia",1980,66.94,24.2
"7037",162.97,"female","Australia",1980,68.21,25.68
"7038",160.19,"female","Australia",1980,75.08,29.26
"7039",162.29,"female","Australia",1980,86.35,32.78
"7040",162.99,"female","Australia",1980,61.03,22.97
"7041",173.36,"female","Australia",1980,73.46,24.44
"7042",159.15,"female","Australia",1980,67.97,26.84
"7043",177.55,"female","Australia",1980,62.6,19.86
"7044",163.78,"female","Australia",1980,61.54,22.94
"7045",160.12,"female","Australia",1980,53.41,20.83
"7046",159.71,"female","Australia",1980,70.54,27.66
"7047",166.51,"female","Australia",1980,70.94,25.59
"7048",178.35,"female","Australia",1980,57.67,18.13
"7049",163.38,"female","Australia",1980,51.65,19.35
"7050",164.35,"female","Australia",1980,62.26,23.05
"7051",166.64,"female","Australia",1980,71.63,25.8
"7052",165.56,"female","Australia",1980,77,28.09
"7053",159.45,"female","Australia",1980,57.2,22.5
"7054",172.58,"female","Australia",1980,60.96,20.47
"7055",155.74,"female","Australia",1980,76.77,31.65
"7056",157.64,"female","Australia",1980,58.53,23.55
"7057",161.93,"female","Australia",1980,53.29,20.32
"7058",162.97,"female","Australia",1980,65.01,24.48
"7059",173.08,"female","Australia",1980,82.5,27.54
"7060",160.35,"female","Australia",1980,55.52,21.59
"7061",163.73,"female","Australia",1980,57.92,21.61
"7062",162.56,"female","Australia",1980,61.1,23.12
"7063",177.25,"female","Australia",1980,62.51,19.9
"7064",176.08,"female","Australia",1980,58.65,18.92
"7065",157.05,"female","Australia",1980,66.12,26.81
"7066",168.39,"female","Australia",1980,56.34,19.87
"7067",155.23,"female","Australia",1980,60.84,25.25
"7068",158.79,"female","Australia",1980,67.83,26.9
"7069",160.67,"female","Australia",1980,63.14,24.46
"7070",158.65,"female","Australia",1980,67.95,27
"7071",166.82,"female","Australia",1980,50.01,17.97
"7072",162.7,"female","Australia",1980,54.84,20.72
"7073",167.4,"female","Australia",1980,60.67,21.65
"7074",174.41,"female","Australia",1980,48.43,15.92
"7075",173.97,"female","Australia",1980,63.64,21.03
"7076",149.36,"female","Australia",1980,69.94,31.35
"7077",163.15,"female","Australia",1980,60.87,22.87
"7078",168.7,"female","Australia",1980,47.86,16.82
"7079",173.92,"female","Australia",1980,59.86,19.79
"7080",160.75,"female","Australia",1980,50.79,19.66
"7081",166.05,"female","Australia",1980,59.71,21.66
"7082",177.47,"female","Australia",1980,49.93,15.85
"7083",166.59,"female","Australia",1980,44.39,16
"7084",179.32,"female","Australia",1980,69.34,21.57
"7085",148.25,"female","Australia",1980,64.24,29.23
"7086",180.52,"female","Australia",1980,51.96,15.95
"7087",147.05,"female","Australia",1980,49.83,23.04
"7088",173.68,"female","Australia",1980,51.41,17.04
"7089",173.15,"female","Australia",1980,57.37,19.14
"7090",162.2,"female","Australia",1980,72.36,27.5
"7091",162.57,"female","Australia",1980,65.27,24.7
"7092",167.78,"female","Australia",1980,53.75,19.09
"7093",166.37,"female","Australia",1980,70.43,25.44
"7094",166.9,"female","Australia",1980,50.01,17.95
"7095",175.05,"female","Australia",1980,76.46,24.95
"7096",166.82,"female","Australia",1980,59.84,21.5
"7097",149.41,"female","Australia",1980,74.35,33.3
"7098",168.24,"female","Australia",1980,53.24,18.81
"7099",162.63,"female","Australia",1980,61.74,23.34
"7100",171.48,"female","Australia",1980,57.6,19.59
"7101",158.44,"female","Australia",1980,64.94,25.87
"7102",163.18,"female","Australia",1980,53.64,20.14
"7103",153.41,"female","Australia",1980,51.44,21.86
"7104",153.82,"female","Australia",1980,53.81,22.74
"7105",151.84,"female","Australia",1980,77.22,33.5
"7106",165.26,"female","Australia",1980,64.07,23.46
"7107",144.27,"female","Australia",1980,70.87,34.05
"7108",174.6,"female","Australia",1980,55.43,18.18
"7109",160.14,"female","Australia",1980,61.04,23.8
"7110",165.19,"female","Australia",1980,61.21,22.43
"7111",174.17,"female","Australia",1980,59.62,19.65
"7112",167.37,"female","Australia",1980,60.8,21.71
"7113",168.28,"female","Australia",1980,64.55,22.79
"7114",160.25,"female","Australia",1980,55.17,21.48
"7115",155.26,"female","Australia",1980,68.64,28.48
"7116",169.95,"female","Australia",1980,77.47,26.82
"7117",163.54,"female","Australia",1980,61.48,22.99
"7118",165.08,"female","Australia",1980,66.48,24.4
"7119",158.82,"female","Australia",1980,63.81,25.3
"7120",160.85,"female","Australia",1980,61.68,23.84
"7121",147.69,"female","Australia",1980,65.86,30.2
"7122",152.54,"female","Australia",1980,61.51,26.43
"7123",153.15,"female","Australia",1980,54.51,23.24
"7124",163.71,"female","Australia",1980,61.23,22.85
"7125",156.99,"female","Australia",1980,72.49,29.41
"7126",168.03,"female","Australia",1980,66.91,23.7
"7127",165.35,"female","Australia",1980,65.41,23.92
"7128",161.3,"female","Australia",1980,61.02,23.45
"7129",152.89,"female","Australia",1980,66.77,28.56
"7130",159.99,"female","Australia",1980,44.51,17.39
"7131",171.86,"female","Australia",1980,61.41,20.79
"7132",168.7,"female","Australia",1980,49.09,17.25
"7133",162.71,"female","Australia",1980,58.5,22.1
"7134",148.05,"female","Australia",1980,49.93,22.78
"7135",161.39,"female","Australia",1980,72.93,28
"7136",142.88,"female","Australia",1980,56.06,27.46
"7137",178.54,"female","Australia",1980,57.79,18.13
"7138",165.34,"female","Australia",1980,72.65,26.58
"7139",174.65,"female","Australia",1980,69.01,22.62
"7140",163.76,"female","Australia",1980,59.05,22.02
"7141",180.83,"female","Australia",1980,44.59,13.64
"7142",158.26,"female","Australia",1980,69.22,27.64
"7143",171.44,"female","Australia",1980,58.78,20
"7144",165,"female","Australia",1980,55.92,20.54
"7145",170.6,"female","Australia",1980,57.35,19.71
"7146",155.02,"female","Australia",1980,52.35,21.78
"7147",182.07,"female","Australia",1980,49.77,15.01
"7148",167.38,"female","Australia",1980,53.27,19.02
"7149",161.31,"female","Australia",1980,71.34,27.42
"7150",156.08,"female","Australia",1980,52.99,21.75
"7151",153.5,"female","Australia",1980,59.21,25.13
"7152",151.29,"female","Australia",1980,66.52,29.06
"7153",152.04,"female","Australia",1980,65.84,28.48
"7154",165.38,"female","Australia",1980,45.2,16.53
"7155",173.59,"female","Australia",1980,74.6,24.76
"7156",167.77,"female","Australia",1980,63.53,22.57
"7157",150.42,"female","Australia",1980,70.62,31.21
"7158",165.73,"female","Australia",1980,53.92,19.63
"7159",176.47,"female","Australia",1980,58.14,18.67
"7160",172.78,"female","Australia",1980,59.68,19.99
"7161",179.08,"female","Australia",1980,67.62,21.09
"7162",168.26,"female","Australia",1980,51.47,18.18
"7163",140.11,"female","Australia",1980,57.87,29.48
"7164",169.96,"female","Australia",1980,67.39,23.33
"7165",166.7,"female","Australia",1980,71.43,25.71
"7166",152.04,"female","Australia",1980,54.2,23.45
"7167",164.08,"female","Australia",1980,74.17,27.55
"7168",159.98,"female","Australia",1980,60.86,23.78
"7169",161.71,"female","Australia",1980,60.34,23.07
"7170",168.66,"female","Australia",1980,67.8,23.84
"7171",160.59,"female","Australia",1980,69.55,26.97
"7172",160.13,"female","Australia",1980,55.46,21.63
"7173",154.02,"female","Australia",1980,69.45,29.28
"7174",166.39,"female","Australia",1980,53.82,19.44
"7175",169.26,"female","Australia",1980,69.23,24.16
"7176",169.42,"female","Australia",1980,57.43,20.01
"7177",174.11,"female","Australia",1980,55.22,18.22
"7178",147.13,"female","Australia",1980,71.13,32.86
"7179",165.33,"female","Australia",1980,66.05,24.16
"7180",154.95,"female","Australia",1980,51.5,21.45
"7181",169.7,"female","Australia",1980,69.5,24.13
"7182",165.69,"female","Australia",1980,59.69,21.74
"7183",156.97,"female","Australia",1980,66.9,27.15
"7184",162.21,"female","Australia",1980,65.94,25.06
"7185",175.73,"female","Australia",1980,53.64,17.37
"7186",160.97,"female","Australia",1980,61.01,23.55
"7187",151.99,"female","Australia",1980,61.8,26.75
"7188",173.35,"female","Australia",1980,58.26,19.39
"7189",173.96,"female","Australia",1980,44.81,14.81
"7190",160.47,"female","Australia",1980,57.62,22.38
"7191",177.63,"female","Australia",1980,66.23,20.99
"7192",163.82,"female","Australia",1980,70.33,26.21
"7193",155.41,"female","Australia",1980,71.87,29.76
"7194",162.76,"female","Australia",1980,68.15,25.73
"7195",167.01,"female","Australia",1980,60.26,21.6
"7196",169.35,"female","Australia",1980,59.02,20.58
"7197",168,"female","Australia",1980,56.99,20.19
"7198",174.46,"female","Australia",1980,70.09,23.03
"7199",166.83,"female","Australia",1980,56.8,20.41
"7200",169,"female","Australia",1980,63.75,22.32
"7201",172.86,"female","Australia",1980,70,23.43
"7202",163.82,"female","Australia",1980,65.1,24.26
"7203",159.07,"female","Australia",1980,63.61,25.14
"7204",162.94,"female","Australia",1980,58.38,21.99
"7205",154.96,"female","Australia",1980,51.95,21.63
"7206",165.46,"female","Australia",1980,59.61,21.78
"7207",168.9,"female","Australia",1980,54.62,19.15
"7208",157.13,"female","Australia",1980,63.2,25.6
"7209",158.48,"female","Australia",1980,62.27,24.79
"7210",156.67,"female","Australia",1980,59.1,24.08
"7211",164.77,"female","Australia",1980,67,24.68
"7212",175.83,"female","Australia",1980,74.54,24.11
"7213",160.28,"female","Australia",1980,62.48,24.32
"7214",160.31,"female","Australia",1980,66.66,25.94
"7215",164.89,"female","Australia",1980,53.16,19.55
"7216",157.68,"female","Australia",1980,61.14,24.59
"7217",172.78,"female","Australia",1980,62.27,20.86
"7218",162.79,"female","Australia",1980,65.95,24.89
"7219",173.66,"female","Australia",1980,65.32,21.66
"7220",169.93,"female","Australia",1980,63.5,21.99
"7221",171.11,"female","Australia",1980,65.37,22.33
"7222",153.85,"female","Australia",1980,54.36,22.96
"7223",152.32,"female","Australia",1980,63.65,27.43
"7224",165.53,"female","Australia",1980,47.97,17.51
"7225",162.36,"female","Australia",1980,69.84,26.5
"7226",162.51,"female","Australia",1980,67.9,25.71
"7227",164.3,"female","Australia",1980,61.57,22.81
"7228",177.23,"female","Australia",1980,76.55,24.37
"7229",161.57,"female","Australia",1980,57.27,21.94
"7230",160.39,"female","Australia",1980,72.97,28.36
"7231",177.43,"female","Australia",1980,68.04,21.61
"7232",166.78,"female","Australia",1980,80.87,29.08
"7233",166.92,"female","Australia",1980,72.94,26.18
"7234",155.25,"female","Australia",1980,68.56,28.45
"7235",170.77,"female","Australia",1980,67.02,22.98
"7236",173.95,"female","Australia",1980,66.6,22.01
"7237",170.5,"female","Australia",1980,69.44,23.89
"7238",156.35,"female","Australia",1980,68.58,28.05
"7239",176.09,"female","Australia",1980,72.35,23.33
"7240",162.82,"female","Australia",1980,60.79,22.93
"7241",179.02,"female","Australia",1980,77.26,24.11
"7242",168.61,"female","Australia",1980,61.78,21.73
"7243",168.24,"female","Australia",1980,50.74,17.93
"7244",180.32,"female","Australia",1980,72.99,22.45
"7245",174.25,"female","Australia",1980,49.74,16.38
"7246",168.58,"female","Australia",1980,62.33,21.93
"7247",159.11,"female","Australia",1980,54.69,21.6
"7248",171.92,"female","Australia",1980,73.27,24.79
"7249",170.91,"female","Australia",1980,67.73,23.19
"7250",161.19,"female","Australia",1980,56.12,21.6
"7251",163.42,"female","Australia",1980,71.19,26.66
"7252",162.99,"female","Australia",1980,63.88,24.04
"7253",152.6,"female","Australia",1980,68.02,29.21
"7254",170.23,"female","Australia",1980,69.86,24.11
"7255",153.78,"female","Australia",1980,57.63,24.37
"7256",167.7,"female","Australia",1980,64.3,22.86
"7257",153.34,"female","Australia",1980,40.22,17.1
"7258",172.34,"female","Australia",1980,58.97,19.86
"7259",171.32,"female","Australia",1980,69.3,23.61
"7260",179.29,"female","Australia",1980,70.78,22.02
"7261",156.08,"female","Australia",1980,67.12,27.55
"7262",172.33,"female","Australia",1980,64.13,21.59
"7263",163.44,"female","Australia",1980,68.45,25.62
"7264",166.72,"female","Australia",1980,54,19.43
"7265",161.94,"female","Australia",1980,56.19,21.43
"7266",168.23,"female","Australia",1980,54.13,19.13
"7267",156.64,"female","Australia",1980,65.03,26.5
"7268",158.23,"female","Australia",1980,62.54,24.98
"7269",171.31,"female","Australia",1980,65.4,22.28
"7270",143.17,"female","Australia",1980,65.37,31.89
"7271",163.01,"female","Australia",1980,72.01,27.1
"7272",161.71,"female","Australia",1980,77.02,29.45
"7273",170.75,"female","Australia",1980,50.72,17.4
"7274",168.35,"female","Australia",1980,65.75,23.2
"7275",154.8,"female","Australia",1980,56.76,23.69
"7276",176.34,"female","Australia",1980,74.16,23.85
"7277",173.09,"female","Australia",1980,68.03,22.71
"7278",175.99,"female","Australia",1980,72.27,23.33
"7279",157.7,"female","Australia",1980,51.34,20.65
"7280",179.54,"female","Australia",1980,62.71,19.45
"7281",174.23,"female","Australia",1980,75.9,25
"7282",173.86,"female","Australia",1980,54.54,18.04
"7283",155.89,"female","Australia",1980,53.42,21.98
"7284",164.56,"female","Australia",1980,60.76,22.44
"7285",166.51,"female","Australia",1980,56.24,20.28
"7286",154.69,"female","Australia",1980,69.18,28.91
"7287",163.55,"female","Australia",1980,58.36,21.82
"7288",170.98,"female","Australia",1980,60.2,20.59
"7289",167.47,"female","Australia",1980,50.37,17.96
"7290",166.91,"female","Australia",1980,65.05,23.35
"7291",176.06,"female","Australia",1980,67.81,21.88
"7292",159.35,"female","Australia",1980,50.93,20.06
"7293",171.1,"female","Australia",1980,74.5,25.45
"7294",173.18,"female","Australia",1980,53.99,18
"7295",155.16,"female","Australia",1980,65.93,27.39
"7296",149.97,"female","Australia",1980,63.5,28.23
"7297",172.37,"female","Australia",1980,54.46,18.33
"7298",163.18,"female","Australia",1980,57.24,21.5
"7299",183.26,"female","Australia",1980,70.18,20.9
"7300",167.5,"female","Australia",1980,61.43,21.9
"7301",164.87,"female","Australia",1980,60.6,22.29
"7302",151.94,"female","Australia",1980,70,30.32
"7303",158.94,"female","Australia",1980,65.28,25.84
"7304",154.62,"female","Australia",1980,59.96,25.08
"7305",186.7,"female","Australia",1980,63.64,18.26
"7306",155.37,"female","Australia",1980,50.52,20.93
"7307",169.8,"female","Australia",1980,64.25,22.28
"7308",175.26,"female","Australia",1980,80.88,26.33
"7309",162.62,"female","Australia",1980,60.07,22.72
"7310",166.18,"female","Australia",1980,57.19,20.71
"7311",156.87,"female","Australia",1980,73.85,30.01
"7312",165.03,"female","Australia",1980,69.19,25.4
"7313",162.34,"female","Australia",1980,74.23,28.16
"7314",159.36,"female","Australia",1980,67.11,26.42
"7315",169.61,"female","Australia",1980,65.53,22.78
"7316",158.76,"female","Australia",1980,67.94,26.95
"7317",153.35,"female","Australia",1980,54.62,23.23
"7318",171.33,"female","Australia",1980,64.32,21.91
"7319",166.61,"female","Australia",1980,65.8,23.7
"7320",152.76,"female","Australia",1980,78.09,33.46
"7321",159.74,"female","Australia",1980,69.39,27.19
"7322",171.54,"female","Australia",1980,76.11,25.86
"7323",157.51,"female","Australia",1980,62.51,25.19
"7324",170.96,"female","Australia",1980,54.75,18.73
"7325",162.59,"female","Australia",1980,54.98,20.8
"7326",154.32,"female","Australia",1980,50.89,21.37
"7327",168.65,"female","Australia",1980,46.52,16.35
"7328",146.19,"female","Australia",1980,58.75,27.49
"7329",160.17,"female","Australia",1980,57.86,22.55
"7330",164.43,"female","Australia",1980,74.22,27.45
"7331",166.98,"female","Australia",1980,47.98,17.21
"7332",167.03,"female","Australia",1980,63.37,22.71
"7333",165.95,"female","Australia",1980,58.31,21.17
"7334",175.59,"female","Australia",1980,67.67,21.95
"7335",178.09,"female","Australia",1980,68.66,21.65
"7336",178.98,"female","Australia",1980,54.76,17.09
"7337",155.13,"female","Australia",1980,60.53,25.16
"7338",158.96,"female","Australia",1980,60.14,23.8
"7339",155.53,"female","Australia",1980,52.93,21.88
"7340",161.9,"female","Australia",1980,63.02,24.04
"7341",167.4,"female","Australia",1980,58.86,21
"7342",166.5,"female","Australia",1980,56.4,20.34
"7343",163.33,"female","Australia",1980,53.23,19.95
"7344",163.9,"female","Australia",1980,62.5,23.27
"7345",161.91,"female","Australia",1980,62.68,23.91
"7346",158.55,"female","Australia",1980,56.45,22.46
"7347",159.51,"female","Australia",1980,75.79,29.79
"7348",158.79,"female","Australia",1980,51.99,20.62
"7349",161.23,"female","Australia",1980,60.37,23.22
"7350",154.5,"female","Australia",1980,55.73,23.35
"7351",174.44,"female","Australia",1980,69.38,22.8
"7352",179.89,"female","Australia",1980,71.62,22.13
"7353",155.15,"female","Australia",1980,40.78,16.94
"7354",174.61,"female","Australia",1980,57,18.7
"7355",165.94,"female","Australia",1980,45.59,16.56
"7356",165.28,"female","Australia",1980,77.83,28.49
"7357",165.52,"female","Australia",1980,63.2,23.07
"7358",168.55,"female","Australia",1980,65.78,23.16
"7359",165.86,"female","Australia",1980,62.14,22.59
"7360",158.55,"female","Australia",1980,48.58,19.33
"7361",166.13,"female","Australia",1980,48.34,17.52
"7362",171.72,"female","Australia",1980,69.6,23.6
"7363",163.29,"female","Australia",1980,65.12,24.42
"7364",155.79,"female","Australia",1980,55.71,22.95
"7365",152.55,"female","Australia",1980,49.68,21.35
"7366",169.81,"female","Australia",1980,67.97,23.57
"7367",164.59,"female","Australia",1980,54.19,20
